iter	Logloss
0	0.5290514117
1	0.4626491115
2	0.4161458628
3	0.3837707763
4	0.3585226248
5	0.3383802243
6	0.3270733784
7	0.3193023475
8	0.3131095736
9	0.3038772905
10	0.2938649835
11	0.2823887906
12	0.2772236334
13	0.2706460029
14	0.265857188
15	0.2621059213
16	0.256896031
17	0.2518744314
18	0.2473091848
19	0.24239417
20	0.2392983995
21	0.235876816
22	0.2327771561
23	0.2287633329
24	0.2266109839
25	0.2241201224
26	0.2188998718
27	0.2172091502
28	0.210759229
29	0.2056361041
30	0.2027865785
31	0.1982702544
32	0.1959419086
33	0.1924701775
34	0.1896282391
35	0.1870160387
36	0.1847803011
37	0.1831316499
38	0.1805796822
39	0.1772976397
40	0.1750619576
41	0.1710075033
42	0.168779021
43	0.1664919146
44	0.1645156409
45	0.1624776627
46	0.1608724929
47	0.1590789865
48	0.1561906826
49	0.15315762
50	0.1513159554
51	0.1494658079
52	0.148005894
53	0.1454346298
54	0.142929057
55	0.1408007184
56	0.1401950427
57	0.1372896341
58	0.1349053844
59	0.1321431436
60	0.1293035046
61	0.1272445725
62	0.1250084759
63	0.1229158245
64	0.1214522609
65	0.120790807
66	0.1190913782
67	0.1176214244
68	0.1171577492
69	0.115386575
70	0.1135366627
71	0.1120054277
72	0.1098639658
73	0.1090745871
74	0.1074724007
75	0.1046803857
76	0.1033177071
77	0.1018236108
78	0.1010212048
79	0.09929293029
80	0.0985517041
81	0.09818122273
82	0.09600916005
83	0.09457620069
84	0.09317787588
85	0.09199942673
86	0.09128380219
87	0.08955722921
88	0.08837210951
89	0.08689308637
90	0.08557738393
91	0.08445020861
92	0.08367736673
93	0.08237781405
94	0.081553736
95	0.08125435519
96	0.07998663427
97	0.07879633257
98	0.07827097865
99	0.07745016798
100	0.07608498363
101	0.07548075549
102	0.07426435596
103	0.07335731803
104	0.07264137749
105	0.07167052447
106	0.07077132325
107	0.06980496185
108	0.06916118701
109	0.06839367637
110	0.06727264711
111	0.06651256689
112	0.06537359126
113	0.06456560963
114	0.06355622287
115	0.06319293412
116	0.06272503592
117	0.0618935713
118	0.06153370213
119	0.06074743492
120	0.05984565165
121	0.0585216832
122	0.05760621371
123	0.05679364268
124	0.05633784448
125	0.05569616964
126	0.0549691097
127	0.05448947096
128	0.05411207309
129	0.05320366752
130	0.05266758366
131	0.05192843468
132	0.05151824458
133	0.05084372289
134	0.05042095313
135	0.04986171153
136	0.04933553416
137	0.04875284498
138	0.04829141663
139	0.04782325514
140	0.04734236825
141	0.04710735717
142	0.04650484712
143	0.04619938609
144	0.04594720132
145	0.04521471877
146	0.04483939724
147	0.04438443177
148	0.04384451573
149	0.04311443103
150	0.04248382889
151	0.04210151836
152	0.04185614642
153	0.04164050605
154	0.04116617438
155	0.0406710584
156	0.04040576451
157	0.04001178704
158	0.0396954379
159	0.03946229898
160	0.03878319434
161	0.03857968764
162	0.03842811066
163	0.03747825646
164	0.03717679887
165	0.03687820314
166	0.0366384416
167	0.03625491804
168	0.03601228252
169	0.03570073007
170	0.03551683225
171	0.03521114815
172	0.03496021832
173	0.03477070984
174	0.03471145663
175	0.03456450806
176	0.03431791906
177	0.03416765345
178	0.03392369932
179	0.03355912626
180	0.03323226635
181	0.03292564004
182	0.03250618239
183	0.03230562672
184	0.03203423803
185	0.03171699385
186	0.03159565579
187	0.03113551276
188	0.03099776907
189	0.03086940321
190	0.03055246505
191	0.03034844103
192	0.02997639484
193	0.02979173682
194	0.02952053719
195	0.02913246801
196	0.02909220124
197	0.02893591192
198	0.02883587885
199	0.02864172991
200	0.02834169898
201	0.02817812447
202	0.02806776641
203	0.02783629762
204	0.02772824228
205	0.02758339677
206	0.0274237556
207	0.02721204135
208	0.0270362263
209	0.02690064396
210	0.02674609068
211	0.02657532721
212	0.0265121653
213	0.02633474963
214	0.0261976384
215	0.0258636187
